,time,success,image_names,image_resolution
0,0.04040050506591797,1,"('1.jpg', '2.jpg')",240
1,0.0240023136138916,0,"('2.jpg', '3.jpg')",240
2,0.03186631202697754,0,"('2.jpg', '4.jpg')",240
3,0.024137258529663086,0,"('2.jpg', '5.jpg')",240
4,0.03130292892456055,0,"('2.jpg', '6.jpg')",240
5,0.015586376190185547,0,"('2.jpg', '7.jpg')",240
6,0.09054255485534668,1,"('1.jpg', '2.jpg')",480
7,0.10661506652832031,0,"('2.jpg', '3.jpg')",480
8,0.11178469657897949,0,"('2.jpg', '4.jpg')",480
9,0.09343647956848145,0,"('2.jpg', '5.jpg')",480
10,0.09649372100830078,0,"('2.jpg', '6.jpg')",480
11,0.11196565628051758,0,"('2.jpg', '7.jpg')",480
12,0.21892476081848145,1,"('1.jpg', '2.jpg')",720
13,0.23569846153259277,0,"('2.jpg', '3.jpg')",720
14,0.20586872100830078,0,"('2.jpg', '4.jpg')",720
15,0.21574091911315918,0,"('2.jpg', '5.jpg')",720
16,0.20519495010375977,0,"('2.jpg', '6.jpg')",720
17,0.22071099281311035,0,"('2.jpg', '7.jpg')",720
18,0.5007948875427246,1,"('1.jpg', '2.jpg')",1080
19,0.44185948371887207,0,"('2.jpg', '3.jpg')",1080
20,0.4388606548309326,0,"('2.jpg', '4.jpg')",1080
21,0.48263120651245117,0,"('2.jpg', '5.jpg')",1080
22,0.45600390434265137,0,"('2.jpg', '6.jpg')",1080
23,0.46573472023010254,0,"('2.jpg', '7.jpg')",1080
24,1.9695279598236084,1,"('1.jpg', '2.jpg')",2048
25,1.9309802055358887,1,"('2.jpg', '3.jpg')",2048
26,1.7438795566558838,0,"('3.jpg', '4.jpg')",2048
27,1.76253080368042,0,"('3.jpg', '5.jpg')",2048
28,1.7689270973205566,0,"('3.jpg', '6.jpg')",2048
29,1.5901155471801758,0,"('3.jpg', '7.jpg')",2048
