,time,success,image_names,image_resolution
0,6.195892572402954,1,"('1.jpg', '2.jpg')",3024
1,1.716855525970459,1,"('2.jpg', '3.jpg')",3024
2,2.252490282058716,1,"('3.jpg', '4.jpg')",3024
3,0.3345646858215332,0,"('4.jpg', '5.jpg')",3024
4,0.3377838134765625,0,"('4.jpg', '6.jpg')",3024
5,0.3193795680999756,0,"('4.jpg', '7.jpg')",3024
6,0.32604146003723145,0,"('4.jpg', '8.jpg')",3024
7,0.3471095561981201,0,"('4.jpg', '9.jpg')",3024
8,0.32600879669189453,0,"('4.jpg', '10.jpg')",3024
9,0.3315088748931885,0,"('4.jpg', '11.jpg')",3024
10,0.33224916458129883,0,"('4.jpg', '12.jpg')",3024
11,0.310396671295166,0,"('4.jpg', '13.jpg')",3024
12,0.35718345642089844,0,"('4.jpg', '14.jpg')",3024
13,0.3261711597442627,0,"('4.jpg', '15.jpg')",3024
14,0.3322875499725342,0,"('4.jpg', '16.jpg')",3024
15,0.33975934982299805,0,"('4.jpg', '17.jpg')",3024
16,0.319317102432251,0,"('4.jpg', '18.jpg')",3024
17,0.3367629051208496,0,"('4.jpg', '19.jpg')",3024
18,0.3167123794555664,0,"('4.jpg', '20.jpg')",3024
19,0.31730151176452637,0,"('4.jpg', '21.jpg')",3024
